filename,width,height,class,xmin,ymin,xmax,ymax
Video_2024-01-25_1426501277_jpg.rf.0747aa917c86eaae22fe51e2e39bcb3c.jpg,640,640,4,9,333,52,446
Video_2024-01-25_1426501277_jpg.rf.0747aa917c86eaae22fe51e2e39bcb3c.jpg,640,640,5,37,324,88,429
Video_2024-01-25_1426501277_jpg.rf.0747aa917c86eaae22fe51e2e39bcb3c.jpg,640,640,4,81,306,131,400
Video_2024-01-25_1426501141_jpg.rf.042d353445c4875c36dd8d7702f7b2f7.jpg,640,640,4,164,146,263,248
Video_2024-01-25_1426501141_jpg.rf.042d353445c4875c36dd8d7702f7b2f7.jpg,640,640,5,231,160,330,249
Video_2024-01-25_1426501141_jpg.rf.042d353445c4875c36dd8d7702f7b2f7.jpg,640,640,5,304,177,413,272
Video_2024-01-25_1426501141_jpg.rf.042d353445c4875c36dd8d7702f7b2f7.jpg,640,640,5,345,341,481,383
Video_2024-01-25_142650448_jpg.rf.76619d71f7dbd5c078a2bf1d00e2e31b.jpg,640,640,0,263,417,426,455
Video_2024-01-25_142650448_jpg.rf.76619d71f7dbd5c078a2bf1d00e2e31b.jpg,640,640,6,264,390,440,425
Video_2024-01-25_142650448_jpg.rf.76619d71f7dbd5c078a2bf1d00e2e31b.jpg,640,640,5,276,354,440,397
Video_2024-01-25_142650747_jpg.rf.91993340a1c4429a9527e8fefe97650f.jpg,640,640,0,146,237,184,388
Video_2024-01-25_142650747_jpg.rf.91993340a1c4429a9527e8fefe97650f.jpg,640,640,6,185,261,217,401
Video_2024-01-25_142650747_jpg.rf.91993340a1c4429a9527e8fefe97650f.jpg,640,640,8,214,282,245,406
Video_2024-01-25_1426501057_jpg.rf.31e2771833f873125731d134ec3497a2.jpg,640,640,5,190,396,279,514
Video_2024-01-25_1426501057_jpg.rf.31e2771833f873125731d134ec3497a2.jpg,640,640,5,127,409,218,541
Video_2024-01-25_1426501057_jpg.rf.31e2771833f873125731d134ec3497a2.jpg,640,640,7,433,216,548,310
Video_2024-01-25_1426501057_jpg.rf.31e2771833f873125731d134ec3497a2.jpg,640,640,5,394,206,495,293
Video_2024-01-25_1426501057_jpg.rf.31e2771833f873125731d134ec3497a2.jpg,640,640,4,361,187,450,267
Video_2024-01-25_1426501057_jpg.rf.31e2771833f873125731d134ec3497a2.jpg,640,640,4,96,473,156,550
Video_2024-01-25_142650267_jpg.rf.d159ad7559513c9a2727bc284465e51c.jpg,640,640,0,362,295,516,423
Video_2024-01-25_142650267_jpg.rf.d159ad7559513c9a2727bc284465e51c.jpg,640,640,5,262,296,405,414
Video_2024-01-25_142650267_jpg.rf.d159ad7559513c9a2727bc284465e51c.jpg,640,640,7,161,296,322,409
Video_2024-01-25_142650663_jpg.rf.71334e3e5917af7d9af4092e5f6ae8e9.jpg,640,640,0,126,268,216,414
Video_2024-01-25_142650663_jpg.rf.71334e3e5917af7d9af4092e5f6ae8e9.jpg,640,640,6,158,188,247,319
Video_2024-01-25_142650663_jpg.rf.71334e3e5917af7d9af4092e5f6ae8e9.jpg,640,640,9,186,110,283,221
Video_2024-01-25_142650799_jpg.rf.c27733f861947611593198a1b4908069.jpg,640,640,0,195,240,229,331
Video_2024-01-25_142650799_jpg.rf.c27733f861947611593198a1b4908069.jpg,640,640,6,228,244,249,349
Video_2024-01-25_142650799_jpg.rf.c27733f861947611593198a1b4908069.jpg,640,640,8,251,270,282,360
Video_2024-01-25_142650447_jpg.rf.9b350733de961c2bb2b3bdf198716d3e.jpg,640,640,0,201,296,225,435
Video_2024-01-25_142650447_jpg.rf.9b350733de961c2bb2b3bdf198716d3e.jpg,640,640,5,228,306,253,441
Video_2024-01-25_142650447_jpg.rf.9b350733de961c2bb2b3bdf198716d3e.jpg,640,640,5,251,308,281,449
Video_2024-01-25_142650551_jpg.rf.efffe9e21e3407df2d1500fc2ba2ed13.jpg,640,640,0,295,169,469,268
Video_2024-01-25_142650551_jpg.rf.efffe9e21e3407df2d1500fc2ba2ed13.jpg,640,640,5,315,120,479,197
Video_2024-01-25_142650551_jpg.rf.efffe9e21e3407df2d1500fc2ba2ed13.jpg,640,640,6,351,44,505,149
Video_2024-01-25_142650121_jpg.rf.4ac95e50c6fe0f55311d4e6d1db5a9e4.jpg,640,640,0,234,262,281,453
Video_2024-01-25_142650121_jpg.rf.4ac95e50c6fe0f55311d4e6d1db5a9e4.jpg,640,640,5,281,269,310,453
Video_2024-01-25_142650121_jpg.rf.4ac95e50c6fe0f55311d4e6d1db5a9e4.jpg,640,640,1,313,284,347,461
Video_2024-01-25_1426501185_jpg.rf.55fb1c7a85123e411024ad1e18c4b2ab.jpg,640,640,4,141,380,205,465
Video_2024-01-25_1426501185_jpg.rf.55fb1c7a85123e411024ad1e18c4b2ab.jpg,640,640,5,159,306,222,404
Video_2024-01-25_1426501185_jpg.rf.55fb1c7a85123e411024ad1e18c4b2ab.jpg,640,640,5,167,243,232,336
Video_2024-01-25_1426501185_jpg.rf.55fb1c7a85123e411024ad1e18c4b2ab.jpg,640,640,5,314,172,366,310
Video_2024-01-25_1426501325_jpg.rf.2896b51c870d0168db9ccdd4e6da179e.jpg,640,640,4,305,266,350,378
Video_2024-01-25_1426501325_jpg.rf.2896b51c870d0168db9ccdd4e6da179e.jpg,640,640,5,343,245,393,369
Video_2024-01-25_1426501325_jpg.rf.2896b51c870d0168db9ccdd4e6da179e.jpg,640,640,4,388,237,428,349
Video_2024-01-25_142650281_jpg.rf.2b974d5a763a2b87cdae6fb0818d0a8e.jpg,640,640,0,352,192,492,274
Video_2024-01-25_142650281_jpg.rf.2b974d5a763a2b87cdae6fb0818d0a8e.jpg,640,640,5,276,200,396,283
Video_2024-01-25_142650281_jpg.rf.2b974d5a763a2b87cdae6fb0818d0a8e.jpg,640,640,6,186,207,317,284
Video_2024-01-25_142650281_jpg.rf.2b974d5a763a2b87cdae6fb0818d0a8e.jpg,640,640,0,205,429,339,506
Video_2024-01-25_142650281_jpg.rf.2b974d5a763a2b87cdae6fb0818d0a8e.jpg,640,640,5,219,395,366,477
Video_2024-01-25_142650281_jpg.rf.2b974d5a763a2b87cdae6fb0818d0a8e.jpg,640,640,6,247,358,394,446
Video_2024-01-25_1426501315_jpg.rf.6f5700d9739b59df80626a51f0f468d3.jpg,640,640,4,303,256,354,398
Video_2024-01-25_1426501315_jpg.rf.6f5700d9739b59df80626a51f0f468d3.jpg,640,640,5,348,249,386,381
Video_2024-01-25_1426501315_jpg.rf.6f5700d9739b59df80626a51f0f468d3.jpg,640,640,4,388,244,431,355
Video_2024-01-25_142650448_jpg.rf.6b0cdeee6bb55bf6cb16797b8a2bd56b.jpg,640,640,0,191,269,221,431
Video_2024-01-25_142650448_jpg.rf.6b0cdeee6bb55bf6cb16797b8a2bd56b.jpg,640,640,6,222,269,247,444
Video_2024-01-25_142650448_jpg.rf.6b0cdeee6bb55bf6cb16797b8a2bd56b.jpg,640,640,5,249,280,284,442
Video_2024-01-25_142650360_jpg.rf.8f0723c2f3245264b20393028297ce3d.jpg,640,640,0,224,295,263,460
Video_2024-01-25_142650360_jpg.rf.8f0723c2f3245264b20393028297ce3d.jpg,640,640,5,259,294,288,453
Video_2024-01-25_142650360_jpg.rf.8f0723c2f3245264b20393028297ce3d.jpg,640,640,4,285,291,318,456
Video_2024-01-25_142650529_jpg.rf.f35e358f285561f64e8509e17b26db9f.jpg,640,640,6,60,287,130,425
Video_2024-01-25_142650529_jpg.rf.f35e358f285561f64e8509e17b26db9f.jpg,640,640,5,19,286,72,415
Video_2024-01-25_142650368_jpg.rf.933ff58590f80a1717a354c07f331fad.jpg,640,640,0,225,301,263,466
Video_2024-01-25_142650368_jpg.rf.933ff58590f80a1717a354c07f331fad.jpg,640,640,5,260,298,297,463
Video_2024-01-25_142650368_jpg.rf.933ff58590f80a1717a354c07f331fad.jpg,640,640,4,293,291,327,452
Video_2024-01-25_1426501141_jpg.rf.b9c1d62469054d21650e3f7aa3646fa1.jpg,640,640,4,140,369,233,459
Video_2024-01-25_1426501141_jpg.rf.b9c1d62469054d21650e3f7aa3646fa1.jpg,640,640,5,161,302,241,393
Video_2024-01-25_1426501141_jpg.rf.b9c1d62469054d21650e3f7aa3646fa1.jpg,640,640,5,186,222,271,323
Video_2024-01-25_1426501141_jpg.rf.b9c1d62469054d21650e3f7aa3646fa1.jpg,640,640,5,357,165,385,299
Video_2024-01-25_142650408_jpg.rf.810a4b19183f9ed41a4d06924ec84060.jpg,640,640,0,187,289,220,443
Video_2024-01-25_142650408_jpg.rf.810a4b19183f9ed41a4d06924ec84060.jpg,640,640,5,217,277,249,429
Video_2024-01-25_142650408_jpg.rf.810a4b19183f9ed41a4d06924ec84060.jpg,640,640,4,248,271,284,423
Video_2024-01-25_1426501180_jpg.rf.57a91eac7b2141a43cacbb15cc837a0a.jpg,640,640,4,137,371,206,470
Video_2024-01-25_1426501180_jpg.rf.57a91eac7b2141a43cacbb15cc837a0a.jpg,640,640,5,151,292,217,397
Video_2024-01-25_1426501180_jpg.rf.57a91eac7b2141a43cacbb15cc837a0a.jpg,640,640,5,178,230,239,330
Video_2024-01-25_1426501180_jpg.rf.57a91eac7b2141a43cacbb15cc837a0a.jpg,640,640,5,325,179,364,307
Video_2024-01-25_14265021_jpg.rf.3a7289a4b2cb150ecb160038f7517745.jpg,640,640,0,76,304,142,460
Video_2024-01-25_14265021_jpg.rf.3a7289a4b2cb150ecb160038f7517745.jpg,640,640,5,112,302,178,460
Video_2024-01-25_14265021_jpg.rf.3a7289a4b2cb150ecb160038f7517745.jpg,640,640,4,152,305,213,455
Video_2024-01-25_1426501331_jpg.rf.041fe34203951d0f5413924e6a342772.jpg,640,640,4,232,301,374,373
Video_2024-01-25_1426501331_jpg.rf.041fe34203951d0f5413924e6a342772.jpg,640,640,5,229,265,369,323
Video_2024-01-25_1426501331_jpg.rf.041fe34203951d0f5413924e6a342772.jpg,640,640,4,225,226,342,279
Video_2024-01-25_142650578_jpg.rf.f43c18f167d0d6661216db1db29f2a66.jpg,640,640,0,236,280,368,337
Video_2024-01-25_142650578_jpg.rf.f43c18f167d0d6661216db1db29f2a66.jpg,640,640,5,232,328,370,374
Video_2024-01-25_142650578_jpg.rf.f43c18f167d0d6661216db1db29f2a66.jpg,640,640,6,226,365,345,433
Video_2024-01-25_1426501317_jpg.rf.1d75573f6e660c9c1b29cd6579b9452e.jpg,640,640,4,264,299,376,349
Video_2024-01-25_1426501317_jpg.rf.1d75573f6e660c9c1b29cd6579b9452e.jpg,640,640,5,267,345,401,390
Video_2024-01-25_1426501317_jpg.rf.1d75573f6e660c9c1b29cd6579b9452e.jpg,640,640,4,290,386,421,429
Video_2024-01-25_142650549_jpg.rf.8485c160e92e8d92a6970676d3b84ea2.jpg,640,640,0,451,315,539,450
Video_2024-01-25_142650549_jpg.rf.8485c160e92e8d92a6970676d3b84ea2.jpg,640,640,5,525,327,615,453
Video_2024-01-25_142650549_jpg.rf.8485c160e92e8d92a6970676d3b84ea2.jpg,640,640,0,190,275,255,385
Video_2024-01-25_142650549_jpg.rf.8485c160e92e8d92a6970676d3b84ea2.jpg,640,640,5,257,229,316,340
Video_2024-01-25_142650549_jpg.rf.8485c160e92e8d92a6970676d3b84ea2.jpg,640,640,6,306,177,381,302
Video_2024-01-25_142650561_jpg.rf.51874ad1f2cdf55b4b786824d16d4066.jpg,640,640,0,323,287,386,441
Video_2024-01-25_142650561_jpg.rf.51874ad1f2cdf55b4b786824d16d4066.jpg,640,640,5,383,289,436,443
Video_2024-01-25_142650561_jpg.rf.51874ad1f2cdf55b4b786824d16d4066.jpg,640,640,6,431,302,490,456
Video_2024-01-25_142650806_jpg.rf.7992f75bbf62c4645a49241a7a814d83.jpg,640,640,0,224,275,272,388
Video_2024-01-25_142650806_jpg.rf.7992f75bbf62c4645a49241a7a814d83.jpg,640,640,6,271,292,300,408
Video_2024-01-25_142650806_jpg.rf.7992f75bbf62c4645a49241a7a814d83.jpg,640,640,8,301,313,340,426
Video_2024-01-25_1426501135_jpg.rf.595af88bf2d24da4916b5d8601ebcab9.jpg,640,640,5,172,247,272,370
Video_2024-01-25_1426501135_jpg.rf.595af88bf2d24da4916b5d8601ebcab9.jpg,640,640,5,199,170,300,296
Video_2024-01-25_1426501135_jpg.rf.595af88bf2d24da4916b5d8601ebcab9.jpg,640,640,5,399,125,442,275
Video_2024-01-25_1426501135_jpg.rf.595af88bf2d24da4916b5d8601ebcab9.jpg,640,640,4,166,324,249,447
Video_2024-01-25_142650117_jpg.rf.04d4f321eeb46a77e351d14ac4176ea8.jpg,640,640,5,284,312,413,371
Video_2024-01-25_142650117_jpg.rf.04d4f321eeb46a77e351d14ac4176ea8.jpg,640,640,0,272,354,407,416
Video_2024-01-25_142650117_jpg.rf.04d4f321eeb46a77e351d14ac4176ea8.jpg,640,640,1,302,281,419,328
Video_2024-01-25_1426501284_jpg.rf.80fca2843e227cd1530f08ca7337f6bb.jpg,640,640,4,150,277,199,390
Video_2024-01-25_1426501284_jpg.rf.80fca2843e227cd1530f08ca7337f6bb.jpg,640,640,5,183,269,239,387
Video_2024-01-25_1426501284_jpg.rf.80fca2843e227cd1530f08ca7337f6bb.jpg,640,640,4,225,259,274,372
Video_2024-01-25_142650211_jpg.rf.7c1da4ca6eb18450c1dc826161c64103.jpg,640,640,0,192,398,336,461
Video_2024-01-25_142650211_jpg.rf.7c1da4ca6eb18450c1dc826161c64103.jpg,640,640,5,200,373,361,432
Video_2024-01-25_142650211_jpg.rf.7c1da4ca6eb18450c1dc826161c64103.jpg,640,640,4,231,341,403,410
Video_2024-01-25_142650369_jpg.rf.bbbddbdf70997560e916ed4c74e7e052.jpg,640,640,0,226,308,291,485
Video_2024-01-25_142650369_jpg.rf.bbbddbdf70997560e916ed4c74e7e052.jpg,640,640,5,262,310,319,471
Video_2024-01-25_142650369_jpg.rf.bbbddbdf70997560e916ed4c74e7e052.jpg,640,640,4,287,300,353,449
Video_2024-01-25_142650631_jpg.rf.9831380631e209b1f9d929db7503a244.jpg,640,640,9,276,318,325,494
Video_2024-01-25_142650631_jpg.rf.9831380631e209b1f9d929db7503a244.jpg,640,640,6,306,278,348,470
Video_2024-01-25_142650653_jpg.rf.b38a10b9e44717e9c31cdf418a189e59.jpg,640,640,0,119,282,236,427
Video_2024-01-25_142650767_jpg.rf.f6f8f16bc82c74877ecd59d7ee499ddd.jpg,640,640,0,228,255,286,379
Video_2024-01-25_142650767_jpg.rf.f6f8f16bc82c74877ecd59d7ee499ddd.jpg,640,640,6,267,286,318,412
Video_2024-01-25_142650767_jpg.rf.f6f8f16bc82c74877ecd59d7ee499ddd.jpg,640,640,8,297,303,351,437

Video_2024-01-25_14265016_jpg.rf.741a28e793d6cc28a949953a1ed8a7a0.jpg,640,640,4,211,484,389,552
Video_2024-01-25_14265016_jpg.rf.741a28e793d6cc28a949953a1ed8a7a0.jpg,640,640,5,199,535,380,594
Video_2024-01-25_14265016_jpg.rf.741a28e793d6cc28a949953a1ed8a7a0.jpg,640,640,0,183,568,355,629
Video_2024-01-25_14265039_jpg.rf.21bcf0d1c4c8307fbfd727fabd8fb7d8.jpg,640,640,0,265,277,317,447
Video_2024-01-25_14265039_jpg.rf.21bcf0d1c4c8307fbfd727fabd8fb7d8.jpg,640,640,5,319,280,357,455
Video_2024-01-25_14265039_jpg.rf.21bcf0d1c4c8307fbfd727fabd8fb7d8.jpg,640,640,4,359,310,399,453
Video_2024-01-25_1426501185_jpg.rf.905167689ca7503b310a4d84252a5c19.jpg,640,640,4,404,400,501,481
Video_2024-01-25_1426501185_jpg.rf.905167689ca7503b310a4d84252a5c19.jpg,640,640,5,328,398,438,481
Video_2024-01-25_1426501185_jpg.rf.905167689ca7503b310a4d84252a5c19.jpg,640,640,5,265,403,370,486
Video_2024-01-25_1426501185_jpg.rf.905167689ca7503b310a4d84252a5c19.jpg,640,640,5,166,278,312,360
Video_2024-01-25_142650468_jpg.rf.f5e5fae45e47cc42522e8111a4b99fbf.jpg,640,640,0,211,96,384,258
Video_2024-01-25_142650468_jpg.rf.f5e5fae45e47cc42522e8111a4b99fbf.jpg,640,640,5,318,119,468,257
Video_2024-01-25_1426501285_jpg.rf.2944cd361dea182bb6132afb7b4a49b9.jpg,640,640,4,227,239,341,283
Video_2024-01-25_1426501285_jpg.rf.2944cd361dea182bb6132afb7b4a49b9.jpg,640,640,5,241,273,365,317
Video_2024-01-25_1426501285_jpg.rf.2944cd361dea182bb6132afb7b4a49b9.jpg,640,640,4,262,315,371,363
Video_2024-01-25_142650467_jpg.rf.d6c174c4a2cb177a7fec44ac752495a8.jpg,640,640,0,86,386,290,544
Video_2024-01-25_142650488_jpg.rf.8f283e97bfa8a6ce534d34ff20cded37.jpg,640,640,0,110,265,226,393
Video_2024-01-25_142650488_jpg.rf.8f283e97bfa8a6ce534d34ff20cded37.jpg,640,640,5,142,190,257,323
Video_2024-01-25_142650488_jpg.rf.8f283e97bfa8a6ce534d34ff20cded37.jpg,640,640,7,186,120,293,250
Video_2024-01-25_142650488_jpg.rf.8f283e97bfa8a6ce534d34ff20cded37.jpg,640,640,7,343,186,414,302
Video_2024-01-25_1426501314_jpg.rf.b9042fdce46f2dd50f28ff0a08b8332b.jpg,640,640,4,281,279,386,336
Video_2024-01-25_1426501314_jpg.rf.b9042fdce46f2dd50f28ff0a08b8332b.jpg,640,640,5,247,238,382,302
Video_2024-01-25_1426501314_jpg.rf.b9042fdce46f2dd50f28ff0a08b8332b.jpg,640,640,4,226,203,341,262
Video_2024-01-25_142650824_jpg.rf.3dd5f3e644e775d7facf571385b243d6.jpg,640,640,0,239,356,378,543
Video_2024-01-25_142650824_jpg.rf.3dd5f3e644e775d7facf571385b243d6.jpg,640,640,6,162,310,292,504
Video_2024-01-25_142650835_jpg.rf.c68dca7e3e2905968dd142670c46e8cf.jpg,640,640,0,214,105,346,298
Video_2024-01-25_142650301_jpg.rf.199746752a8b845bf7484c4c4da5a1cc.jpg,640,640,0,420,140,533,234
Video_2024-01-25_142650301_jpg.rf.199746752a8b845bf7484c4c4da5a1cc.jpg,640,640,5,334,150,431,239
Video_2024-01-25_142650301_jpg.rf.199746752a8b845bf7484c4c4da5a1cc.jpg,640,640,6,227,152,338,242
Video_2024-01-25_142650301_jpg.rf.199746752a8b845bf7484c4c4da5a1cc.jpg,640,640,6,265,282,454,368
Video_2024-01-25_142650301_jpg.rf.199746752a8b845bf7484c4c4da5a1cc.jpg,640,640,5,247,310,439,392
Video_2024-01-25_142650301_jpg.rf.199746752a8b845bf7484c4c4da5a1cc.jpg,640,640,0,215,330,417,416
Video_2024-01-25_1426501094_jpg.rf.3501d31b5fbdf8b54d1d230773c5f127.jpg,640,640,4,456,303,583,391
Video_2024-01-25_1426501094_jpg.rf.3501d31b5fbdf8b54d1d230773c5f127.jpg,640,640,5,431,241,551,326
Video_2024-01-25_1426501094_jpg.rf.3501d31b5fbdf8b54d1d230773c5f127.jpg,640,640,7,396,193,520,265
Video_2024-01-25_1426501094_jpg.rf.3501d31b5fbdf8b54d1d230773c5f127.jpg,640,640,6,213,274,346,359
Video_2024-01-25_1426501094_jpg.rf.3501d31b5fbdf8b54d1d230773c5f127.jpg,640,640,5,232,341,367,420
Video_2024-01-25_142650550_jpg.rf.ff077ab7e88037989e17f4d0a04a9a5b.jpg,640,640,0,423,312,509,458
Video_2024-01-25_142650550_jpg.rf.ff077ab7e88037989e17f4d0a04a9a5b.jpg,640,640,5,483,346,576,481
Video_2024-01-25_142650550_jpg.rf.ff077ab7e88037989e17f4d0a04a9a5b.jpg,640,640,6,541,364,631,483
Video_2024-01-25_142650550_jpg.rf.ff077ab7e88037989e17f4d0a04a9a5b.jpg,640,640,6,299,184,366,301
Video_2024-01-25_142650550_jpg.rf.ff077ab7e88037989e17f4d0a04a9a5b.jpg,640,640,5,245,226,302,334
Video_2024-01-25_142650550_jpg.rf.ff077ab7e88037989e17f4d0a04a9a5b.jpg,640,640,0,176,258,256,380
Video_2024-01-25_142650681_jpg.rf.52188cafd3d8ae595143d424a3d5815d.jpg,640,640,0,117,345,201,444
Video_2024-01-25_142650681_jpg.rf.52188cafd3d8ae595143d424a3d5815d.jpg,640,640,6,143,261,230,386
